Title,ingredients_list,category
Gurame Asam Manis,"['bahan :', 'secukupnya garam', 'secukupnya merica', 'secukupnya air', 'bahan saus asam manis:', ',iris korek api', 'secukupnya nanas', 'secukupnya garam', 'secukupnya gula', 'secukupnya air']",ikan
"Salmon herb
Menu diet,sehat,cpt masaknya","['/4 sdm italian herb', '-3 cabe rawit iris tipis', 'secukupnya broccoli']",ikan
Cobek Ikan Mas Muda,"['diskip jg gk apa', '-3 sdm kacang tanah goreng/sangrai', 'secukupnya garam', 'secukupnya gula putih/merah']",ikan
Sambalado Ikan tenggiri campur jengkol.,"['/2 kg ikan tenggiri sedang', 'selera jengkol mngikut', 'cabe kriting', 'bawang merah', 'bawang putih', 'tomat', 'garam', 'gula pasir', 'penyedap rasa bgi yng suka', 'minyak untk mnggoreng']",ikan
Kakap kuah santan ala2 eike cyinnnn...,"['daun salam', 'sereh', '/2 ruas jahe', 'kunyit sedikit saja', '/2 tomat', 'minyak goreng', 'secukupnya air']",ikan
Ikan Nila Bumbu Setan,"['/2 bawang bombay', '& merah diptng serong untuk percntik tamplan😂', 'bumbu yang dihaluskan', '/2 terasi', 'secukupnya gula merah', 'secukupnya air', 'secukupnya minyak untuk menumis']",ikan
Pindang ikan patin,"['secukupnya kunyit bubuk', '/4 kg buncis', 'secukupnya kol', 'secukupnya garam']",ikan
07.Tauco ikan kembung rebus,"['/2 sdt tauco', 'secukupnya garam', 'sedikit gula', 'sedikit penyedap rasa']",ikan
Kakap Fillet Teriyaki,"['/2 lembar kakap fillet', 'secukupnya perasan lemon', '/4 bawang bombay', 'secukupnya garam, kaldu jamur, mentega', 'secukupnya daun bawang', 'secukupnya saos teriyaki', 'secukupnya air']",ikan
Tuna asam manis simple,"['/2 kg ikan tuna', 'secukupnya garam', 'secukupnya merica', '/2 sdm saus tiram', 'secukupnya gula pasir']",ikan
Ikan benggol penyet orek,"['/4 sdt ketumbar bubuk', 'ujung sendok teh kunyit bubuk', 'bahan sambal orek :', '/2 siung bawang putih', 'gula + garam secukupnya ato sesuai selera']",ikan
"Nugget ikan patin, udang dan sayur #mpasi19bulan","['/2 kg ikan patin', '/2 potong wortel di parut dg parutan keju', 'bahan yang dihaluskan', 'secukupnya merica', 'secukupnya gula garam', 'bahan untuk melumuri', 'tepung panir/roti']",ikan
Pindang Tongkol Kuah Segar,"['/4 ikan pindang tongkol', '/2 bawang bombai uk besar', '/merah', 'garam', 'gula', 'secukupnya air']",ikan
Ikan Mas Muda Goreng,"['/2 kg ikan mas muda', 'secukupnya garam']",ikan
Pindang Patin Segar,"['daun bawang', 'bumbu halus :', 'secukupnya gula garam']",ikan
Tongkol basah cabecabean,"['bumbu uleg', 'garam', 'gula', 'sasa', 'royco ayam']",ikan
Tuna Puff,"['/2 blok keju chedar parut', 'lada', 'garam', 'kaldu jamur bubuk', 'untuk olesan:']",ikan
Pepes Ikan Layur,"['secukupnya garam', 'secukupnya gula', 'penyedap rasa secukupnya', 'cabai merah 7 buah', 'secukupnya minyak makan', 'tusuk gigi']",ikan
Pindang ikan lele,"['ikan lele ukuran besar potong sesuai selera', 'sesuai selera cabe rawit', 'secukupnya merica', 'secukupnya gula dan garam', 'air perasan jeruk nipis', 'penyedap rasa sesuai selera bisa diskip', 'minyak sayur untuk menumis', 'secukupnya air']",ikan
Ikan kembung goreng,"['/2 kg ikan kembung', 'secukupnya garam', 'secukupnya kaldu bubuk', 'secukupnya minyak', 'secukupnya air']",ikan
Pindang patin ala padeyus,"['secukupnya jahe', 'laos', 'sere', 'secukupnya garam', 'secukupnya gula pasir', 'secukupnya penyedap rasa']",ikan
Salmon Saos Mentega,['garam gula merica bubuk kaldu'],ikan
Tuna Melt Pizza (cukup pake teflon),"['bahan dough:', 'sejumput garam', 'bahan topping:', '/2 paprika', '/ kr*ft quick melt', '/ bs dganti saus tomat', 'sejumput lada bubuk', 'sejumput garam']",ikan
Nasi goreng tuna,"['nasi dari 1/2 cup beras', ', iris', ', iris', ', cincang kasar', ', iris tipis', 'secukupnya garam, penyedap', 'secukupnya minyak goreng']",ikan
Ikan Tongkol Bumbu Kuning,"['i ikat kacang panjang di potong2', 'santan dari 1 butir kelapa,', 'cabe rawit utuh segenggam atau sesuai selera', 'secukupnya garam', 'bumbu halus:']",ikan
Asem2 Ikan Kakap Bumbu Kuning 🐟,"['bumbu ulek:', '/ sesuai selera', 'sedikit ketumbar, laos, jahe', 'tambahan :', 'sereh digeprek', 'daun salam & daun jeruk', 'asem jawa', 'garam, gula, penyedap', 'jeruk nipis,tomat']",ikan
Ikan Patin Pucung,"[', lumuri air jeruk nipis & garam', ', geprek', ', potong 8', ', potong 2cm', ', potong 8 goreng sampai coklat', 'garam', 'gula', 'kaldu jamur', '🔅 bumbu halus', ', bakar', ', bakar', '. pecahkan, rendam daging buah di air hangat sekitar 15-30 menit, ambil daging buahnya']",ikan
Pepes ikan patin,"['secukupnya daun pisang  untuk bungkus', 'secukupnya daun kemangi', 'daun salam', 'bumbu halus :', 'sesuai selera cabe rawit merah, bisa  pedasnya']",ikan
Acar kuning ikan nila,"['bahan untuk digiling:', '/2 ruas jari kunyit', ""'siung bawang putih"", 'sedikit ketumbar', 'sedikit jahe', '/2 butir santan kelapa kental', 'pelengkap:', 'secukupnya air', 'secukupnya garam dan gula', 'sedikit penyedap rasa ayam']",ikan
Ikan tongkol suwir,"['ikan tongkol saya pakai yg sudah matang ya bund', 'cabe', 'bawang merah', 'bawang putih', 'jahe', 'kunyit', 'garam', 'gula', 'tomat', 'penyedap rasa', 'minyak']",ikan
Mangut Lele,"[',cuci bersih bumbui garam dan kunir lalu goreng', 'bumbu halus:', '/4 sdt kunir bubuk', '/4 sdt ketumbar bubuk', ',iris serong', ',iris serong']",ikan
Gurame Tauco,"['tauco,', 'telur,', 'tepung sajiku', 'cabe merah rawit,', 'bawang merah,', 'bawang putih,', 'kencur', 'tomat hijau,', 'cabe hijau,', 'kemangi,', 'kacang tanah', 'bumbu halus :', 'pelengkap :']",ikan
Gulai ikan simba,"['/4 kg bawang merah', '/4 kg cabe merah [sesuai selera]', '[buang batangnya]', '[boleh tidak pakai]', 'secukupnya ketumbar', 'secukupnya lada', 'garam', 'penyedap', '/2 kg santan kental', 'secukupnya air']",ikan
Bandeng Presto,"['secukupnya laos', 'secukupnya garam', '/2 sdh ketumbar']",ikan
Gurame Goreng Sambal Ijo,"['/2 buah tomat', 'secukupnya garam, gula dan kaldu jamur', 'minyak dan air']",ikan
Pepes ikan kembung,"['ikan kembung', 'jeruk/lemon', 'bumbu ikan goreng', 'jahe', 'cabe merah', 'daun salam', 'daun bawang', 'sereh', 'daun kemangi', 'daun pisang', 'tusuk gigi']",ikan
Lele Masak Kemangi Pedas,"['seikat kemangi', 'secukupnya gula garam']",ikan
Bandeng presto bumbu rujak,"[', cuci bersih. kadang msh ada sisik di ekor', ', sy skip gak punya', 'bumbu halus :', 'sejempol kunyit', 'garam', 'secukupnya daun pisang untuk membungkus']",ikan
Steak salmon,"['secukupnya garam', 'sdt oregano', 'secukupnya mix vegetable', 'secukupnya mayonaise', 'secukupnya kentang goreng']",ikan
Paprika Isi daging ikan,"['bumbu :', 'garam,gula,saos tiram seckpnya']",ikan
Tumis Bawang Merah Pete Tuna,"['/4 kg bawang merah', 'cabe rawit ijo suka suka', 'garam', 'gula', 'penyedap', 'minyak untuk menumis']",ikan
Tumis Ikan Asin Tongkol,"['secukupnya garam dan penyedap rasa', 'secukupnya air bersih', 'minyak untuk menumis']",ikan
Asem2 bandeng kuning presto,"['secukupnya garam', 'sejumput gula pasir', 'kaldu bubuk secukupnya']",ikan
Kakap goreng bumbu kuning,"[', cuci bersih', 'bumbu', 'secukupnya garam', 'air secukupnya utk blender bumbu', 'minyak utk menggoreng']",ikan
Nila bumbu bakar 🐟,"['gula pasir', '/2 gula jawa', 'kecap', 'garam', 'penyedap rasa', 'bumbu halus:', '/4 sdt merica']",ikan
Kari Merah Ikan Tongkol,"[', cuci bersih', ', potong 3 cm', ', belah dua memanjang', 'santan kemasan', ', sobek""', ', buat simpul dan memarkan', 'secukupnya garam', 'secukupnya minyak goreng', ',5 gelas air', 'bumbu halus :', '-3 sdm cabe merah giling', '/4 sdt ketumbar sangrai']",ikan
Sop Ikan Patin,"['/2 kg ikan patin', 'daun seledri', 'bumbu halus :', 'sedikit pala']",ikan
Tumis Ikan Pe (Ikan Pari) Bumbu Pedas,"['secukupnya garam', 'secukupnya penyedap rasa']",ikan
Tongkol Pindang,"['/2 sdt kaldu bubuk', 'secukupnya minyak makan']",ikan
Tongkol suwir / pampis,"['cabe rawit', 'cabe gendot', 'sereh', 'salam', 'gula', 'garam', 'penyedap', 'lada bubuk']",ikan
Ikan mas bumbu tauco,"[', cuci bersih,lalu goreng', ', geprek', ', geprek', 'sesuai selera garam, gula dan penyedap rasa ayam', 'bumbu iris :', ', iris tipis', ', iris tipis', ', belah 2', ', belah 2']",ikan
Ikan tongkol suwir pedas,"['ikan tongkol ukuran sedang', '/sesuai selera']",ikan
Perkedel Tongkol / Tuna,"['.5 biji kentang ukuran besar', '/2 sdt merica']",ikan
Sambal bajak tongkol,"['secukupnya gula, garam dan royco', 'minyak goreng']",ikan
Bandeng bumbu Merah,"['/2 cm kencur', '+2daun jeruk', 'garam + gula pasir secukupny', 'penyedap rasa', 'minyak goreng']",ikan
Mangut ikan lele,"[', potong potong', ', bagi 4', 'secukupnya garam, kaldu bubuk dan gula', 'secukupnya minyak', 'bumbu marinade lele:', '/2 sdt garam', 'bumbu halus:', '/2 ruas kunyit']",ikan
Perkedel kentang tongkol,"[', rebus dan haluskan', 'wortel kupas potong kotak kecil, rebus sebentar dan tiriskan', '/2 buah bawang bombay', '/4 sdt merica bubuk', '/2 sdt garam', 'secukupnya putih telur atau telur utuh dikocok lepas u celupan']",ikan
[Recook] Pindang Ikan Nila,"['bahan utama:', 'bahan pelengkap:', '/2 buah nanas', 'bumbu uleg  :', ',5 ruas kunyit', 'bumbu pelengkap:', '/2 sdt gula', '/2 sdm kecap']",ikan
Gurame goreng tepung saus padang,"[', ukuran sesuai selera', '/2 sdm saus tiram', '/ 1 sdt royco ayam dicampur air hangat']",ikan
Ikan Kembung Banjar Kuah Kuning,"['bumbu yg dihaluskan:', ', kupas n cuci bersih', ', kupas n cuci bersih', 'secukupnya  daun bawang, cuci bersih n iris lembuttttt', ', cuci bersih n masing2 potong jd 4', 'secukupnya  jahe,kupas n cuci bersih, geprek', 'secukupnya  air', 'secukupnya  garam halus', 'secukupnya  gula pasir', ', cuci bersih, geprek', ', cuci bersih', ', cuci bersih']",ikan
Ikan kakap masak asam 🐟,"[', potong kasar', ', geprek', ', geprek', 'cabe rawit bulat secukupnya', 'secukupnya daun kunyit', 'bumbu blender :', '/2 ons cabe merah']",ikan
Tuna Egg Muffin #DEBM #keto,"['italian herbs', 'butter untuk menumis', 'secukupnya garam lada dan penyedap jamur']",ikan
Sup Woku Ikan Bawal,"['secukupnya daun kemangi', 'secukupnya daun bawang', 'secukupnya garam', 'secukupnya gula jawa', ',5 liter air']",ikan
Ikan kembung tumis cabai hijau,"[', belah dua, beri perasan air jeruk nipis', '/2 bks bumbu ikan goreng', ', cincang', ', iris', ', iris serong', ', iris', ', geprek', 'secukupnya merica bubuk', 'secukupnya garam', 'secukupnya gula', 'secukupnya penyedap rasa']",ikan
Spaghetti Aglio Olio Tuna,"['/4 bungkus spaghetti la fonte', '/4 bawang bombay', '/4 kaleng tuna flakes in oil', 'secukupnya garam dan merica', 'secukupnya minyak goreng atau olive oil', 'sesuai selera cabe rawit dan cabe merah', 'optional bubuk oregano', 'air rebusan spaghetti']",ikan
"""Pindang Ikan Gabus""","[', digeprek', ', potong kasar', ', potong 4', 'secukupnya nanas', 'secukupnya garam halus', 'giling kasar :', '/2 ruas kunyit', 'seibu jari asam jawa']",ikan
Tongkol balado gila,"['/2 kg ikan tongkol', 'bumbu halus :', 'pelengkap :', 'gula merah', 'penyedap']",ikan
Kakap crispy (simple banget) + sambal kecap,"['/ lemon', 'tepung bumbu serbaguna', 'sambal kecap:', 'secukupnya garam', 'secukupnya minyak untuk menumis dan menggoreng']",ikan
Pindang Patin Nanas,"['bumbu yang di haluskan :', 'sesuai selera cabe rawit', '. bahan-bahan', '-2 buah nanas potong dadu ukuran sedang', '-potong', 'secukupnya asam jawa atau asam kandis', 'secukupnya gula merah, garam dan kaldu bubuk/penyedap', '-1200 ml air', 'secukupnya daun kemangi', 'secukupnya perasan jeruk nipis']",ikan
13. Ikan Mujaer bumbu kuNing,"['/2 kg ikan mujaer potg jdi 2', '🐟 bumbu halus 🐟', 'kemiri', '🐟 bumbu tambahan 🐟']",ikan
Ikan Kembung Panggang Madu,"['secukupnya garam', 'saus panggang :', 'secukupnya garam']",ikan
Ikan Makarel Masak Pedas,"['& merah', 'sedikit jahe', 'garam', 'minyak utk menumis']",ikan
Ikan Bawal Saus Tauco,"['cuka', 'garam', 'minyak goreng', 'saus tauco:', ', iris', ',iris', ', potong sesuai selera', '/ cabe hijau', 'gula', 'garam', 'minyak']",ikan
Pindang bandeng,"['secukupnya garam', 'secukupnya gula', 'kecap manis secukupny', 'secukupnya saos tiram', 'kaldu bubuk', 'bumbu halus']",ikan
Ikan Tongkol Sambalado,"[', potong, bersihkan', ', bakar', ', geprek', '/2 sdm garam', '/2 sdm kaldu jamur']",ikan
Ikan tongkol buatan ibu😍😍😍,"['bumbu halus;', 'sedikit jeruk nipis']",ikan
"Asem"" Bandeng Bening","['secukupnya air', 'bahan tumis:', '-6 sdm minyak goreng', 'bahan pelengkap:', '/2 bngkus masako', '/2 sdt garam', 'bahan sayur :']",ikan
Tumis bawang tongkol granat,"['sesuai selera cabe merah', 'sesuai selera cabe rawit', 'secukupnya garam', 'secukupnya gula']",ikan
Pindang patin,"['secukupnya kemangi', 'secukupnya asam jawa', 'secukupnya lada halus', 'secukupnya garam', 'secukupnya gula', 'secukupnya kecap manis', 'penyedap rasa', 'minyak untuk menumis', 'bumbu halus :']",ikan
Mangut Lele,"['@65ml', 'secukupnya daun kemangi', 'secukupnya minyak untuk menumis', 'secukupnya garam,penyedap rasa & gula pasir', 'bumbu tumis :', 'bumbu halus :', '/2 buah tomat', 'bahan rendaman lele :', 'secukupnya air jeruk nipis']",ikan
Ikan Patin Bumbu Pedas Manis,"['/2 sdm tepung maizena', 'secukupnya daun bawang', 'secukupnya air asam jawa', 'secukupnya jahe', 'secukupnya kunyit', 'secukupnya gula', 'secukupnya merica bubuk', 'secukupnya garam', 'secukupnya penyedap rasa', 'secukupnya minyak goreng', 'secukupnya air']",ikan
Tongkol masak sarden,[],ikan
Dory tepung crispy,"['secukupnya merica', 'secukupnya garam', 'butir telur', 'bahan lapisan :']",ikan
Ikan Kembung Acar Kuning,"[', belah dua, brsihkan beri prasan jeruk nipis', ', potong korek api', '/2 bh timun, potong korek api', ', potong korek api', '/2 bks bumbu ikan goreng', ', iris', ', geprek', 'secukupnya garam', 'secukupnya gula', 'secukupnya merica bubuk', 'secukupnya penyedap rasa', 'bumbu halus:', '/2 sdt ketumbar bulat']",ikan
Tempoyak gabus pedas,"['/2 ons cabe rawit', 'secukupnya garam dan gula', 'secukupnya air']",ikan
Lele kuning kuah kemangi,"['penyedap rasa', 'garam', 'minyak sayur', 'daun bawang']",ikan
Gurame pedas asam manis,"['secukupnya kecap manis, saos sambel, gula, garam, merica, masako', 'secukupnya minyak goreng']",ikan
Pindang Bandeng,"[', buang tulangnya', 'bumbu dihaluskan']",ikan
Gurame Goreng Asam Manis,"[', bersihkan potong2 ikan sesuai selera', '+ tepung terigu', 'minyak untuk menggoreng', 'bahan saus asam manis :', ', cincang', ', iris bentuk korek api', ', potong kotak kotak', ', iris serong', '/2 sdt garam', '/2 sdt garam', ', larutkan dgn air']",ikan
Gulai Ikan Nila,"['; potong sesuai selera', '; memarkan - bisa diganti asam kandis', '; memarkan', 'bumbu halus :', '/2 jempol jahe']",ikan
Sop Ikan Kakap Merah,"['secukupnya garam', 'secukupnya lada', 'secukupnya gula pasir']",ikan
Ikan tongkol sambal kemangi,"['bumbu ikan goreng :', 'garam', 'sambal kemangi :', 'terasi', 'garam', 'gula merah', 'kaldu bubuk', '-2 sdm kecap manis']",ikan
Sup asam ikan gabus,"[', potong 2 atau 3 trgantung besarnya', ', peras diatas ikan yg telah dibersihkan', ', cincang', ', iris', ', geprek', ', geprek', ', geprek', ', geprek', ', iris miring, tebal 1/2cm', ', iris miring, tebal 1/2 cm', ', potong dadu', 'secukupnya kecap ikan', 'secukupnya garam', 'sedikit gula', 'secukupnya air', 'secukupnya minyak utk menumis']",ikan
Ikan mas asem manis,"['bahan bumbu', 'bahan perasa', 'gula merah', 'gula pasir', 'garam', 'kecap manis', 'merica', 'air', 'asem jawa 2 biji yg kecil', 'minyak goreng']",ikan
Ikan tongkol sambel ijo+kemangi,"['secukupnya minyak untuk goreng ikan', '/2 ikat kemangi', 'bumbu halus:', 'secukupnya garam', 'secukupnya gula', '/2 bungkus penyedap rasa', '/2 gelas air']",ikan
Tongkol pedes manis,"['.sedang', 'cabe rawit', 'garam dan lada']",ikan
Patin Ketumbar (batita),"['/2 sdt ketumbar bubuk', '/2 sdt gula putih', 'secukupnya garam', 'sejumut daun katuk', '/2 liter air']",ikan
Tuna Fried Rice,"[', haluskan', '/2 batang daun bawang, iris', 'secukupnya penyedap rasa', 'secukupnya lada bubuk', 'secukupnya garam', 'minyak untuk menumis']",ikan
Sup gurameh seger,"['/2 ons daun kemangi  atau secukupnya sesuai selera', 'secukupnya jeruk nipis', '/4 biji pala', '/ 1 sachet bubuk merica', 'secukupnya air putih', '/ secukupnya sesuai selera', '/secukupnya']",ikan
Ikan Pari Pedes Endess,"['-10 potong ikan pari segar', 'garam secukupnya', 'secukupnya gula pasir', 'secukupnya penyedap rasa', 'sedikit air', 'minyak utk menumis']",ikan
Ikan Kembung Bumbu Kuning (menu si kecil),"[', cuci bersih', 'daun salam', 'daun jeruk', 'lengkuas', 'tomat buang isinya', 'gula', 'bumbu halus:', 'bawang putih', 'bawang merah', 'kemiri', 'kunyit', 'jahe', 'ketumbar', 'garam']",ikan
Acar mujaer,"['/2 kg ikan mujaer', 'bahan a', 'secukupnya kemiri', 'secukupnya kunir', 'bahan b', 'bawang merah secukupnya iris jadi 2 bulat', 'secukupnya cabe rawit atau cabe lalap', 'gula', 'garam', 'cuka atau air jeruk nipis', 'daun bawang']",ikan
Palumara tuna bumbu,"['secukupnya air asam jawa', 'secukupnya pacukka pao', 'secukupnya garam', 'secukupnya gula', 'secukupnya minyak makan']",ikan
Kakap saos telur asin,"['secukupnya garam, lada bubuk', '/tapioka', 'secukupnya minyak goreng', 'saos telur asin :', '/2 bh bawang bombay cincang', '/mentega']",ikan
Tuna Bumbu Merah,['bahan yg di perlukan :'],ikan
Tim ikan nila merah,"[', cincang halus', ', potong korek api', 'secukupnya daun kemangi,', ', ambil yg hijaunya saja, potong2 serong', 'bahan saos :']",ikan
Sarden Pedas,[],ikan
Kotok tongkol santan tomat,"['seruas jempol lengkuas', 'santan kara', 'air', 'gula', 'garam', 'lada ku', 'daun bawang']",ikan
Tumis Tongkol Cabe Bawang,"['bumbu iris :', 'garam secukupny', 'secukupnya penyedap rasa', 'secukupnya minyak goreng']",ikan
Sambal Ikan Tongkol,"['minyak untuk menumis', 'gula', 'garam', 'sejumput royco', 'bumbu halus :']",ikan
Ikan kembung goreng sambal lamongan,"['minyak secukupnya untuk menggoreng', 'bumbu halus :', '/2 sdt bubuk kunyit', '/2 sdt kaldu jamur', 'sambal lamongan :', '/2 potong gula jawa', 'secukupnya garam']",ikan
Siomay goreng ikan tuna,"['kulit lumpia homemade', '-6 sdm sagu tani', 'merica bubuk', 'garam', 'royco sapi', 'daun bawang']",ikan
Pepes patin,"['bumbu halus :', 'sedikit trasi, gula pasir, garam', 'bahan rajang :']",ikan
Galantin/rolade ikan patin,"['secukupnya merica, penyedap rasa, dan garam', '-7 lbr roti tawar', 'secukupnya plastik es lilin besar']",ikan
Sayur kuning ikan tuna,"['/4 ikan tuna', 'daun jeruk', 'daun salam', 'lengkuas', 'sereh', 'garam', 'penyedap', 'gula', 'bumbu iris*', 'bumbu halus*', 'secukupnya kunyit', 'secukupnya jahe']",ikan
Nila Siram Saus Asam Pedas,"['/2 bks sajiku bumbu ikan goreng', 'secukupnya minyak goreng', 'saus', '/4 sdt merica bubuk', 'secukupnya saus tiram dan kecap', 'nanas potong2']",ikan
Pesmol Ikan Nila,"['secukupnya air', 'gula dan garam', 'bumbu halus :']",ikan
Tongkol suwir bumbu sarden,"['/2 kg tongkol basah', '-7 sdm minyak goreng', 'bumbu yg dihaluskan ;', 'seujung kuku kunyit biar gg amis', '. besar', 'seujung kuku lengkuas dan jahe agar ad aroma rempah', 'bahan pelengkap :', '/2 bngkus masako', '/2 sdm gula', 'air secukupnya sampai berenang tongkol suwirny biar meresap']",ikan
Ikan Nila Bumbu Acar Kuning,"['bumbu uleg:', 'secukupnya garam, gula, air']",ikan
Nila Lada Hitam,"['tepung serbaguna', '/2 btr bawang bombay', '/2 sdt garam', '/2 sdt gula', 'daun bawang']",ikan
Tongkol goreng balut telur,"['garam', 'merica', 'minyak goreng']",ikan
Gulai Kakap Merah Ala Padang,"['ikan kakap merah segar 900gr 🐠', 'santan kara 1 bungkus 🥥', 'sereh 2 batang  🎋', 'daun salam 4 lembar 🌱', 'daun jeruk 3 lembar 🍃', '✨bumbu halus✨ 👇', 'cabe merah 1 buah 🌶', 'secukupnya kunyit', 'secukupnya jahe', 'secukupnya penyedap rasa']",ikan
Shirataki Aglio Olio Salmon Sederhana,"[', buang air, bilas dengan air matang', ', potong kecil', ', cincang', ', potong memanjang', ', potong memanjang', '/4 sendok teh garam', '/4 sendok teh kaldu jamur', '/4 sendok teh lada putih', '/2 sendok teh bon cabe']",ikan
331. Gurami Masak Saus Tiram,"[', potong-potong, goreng', 'bumbu-bumbu:', ', cincang halus', ', iris halus', ', iris serong tipis', ', iris tpis', ', memarkan', 'minyak goreng']",ikan
